default,age,acadmos,adepcnt,majordrg,minordrg,ownrent,income,selfempl,incper,exp_inc,spending
0,20.833334,14,0,0,0,0,1260.5,0,15126,0.1202631,151.5916653
0,25,9,0,0,0,0,2010,0,24120,0.0393719,79.1374971
0,33.8333321,36,2,0,0,0,900,0,10266.66699,0.2420951,217.8856283
0,27.166666,2,0,0,0,0,2708.333333,0,32500,0.0003692,1
0,25.583334,24,9,0,0,0,2200,0,2640,0.1700072,374.0158379
1,22.916666,12,0,0,0,0,1666.666667,0,20000,0.0340935,56.8224986
0,49.6666679,101,0,0,0,1,3866.666667,0,46400,0.0450955,174.3691643
1,37,121,4,0,0,0,333.3333333,0,7093,0.2171625,72.3875165
0,37.3333321,85,0,1,0,1,2083.333333,0,30000,0.5009254,1043.594504
0,20.75,24,0,0,0,0,1250,0,15000,0.1964213,245.5266751
0,28.25,36,0,0,0,1,2083.333333,0,25000,0.1686516,351.3574911
0,42.0833321,24,1,0,0,1,2083.333333,1,12500,0.00048,1
0,72.9166641,132,0,0,0,0,3166.666667,0,53000,0.0916802,290.3206063
0,26.083334,52,0,0,0,0,2333.333333,0,35000,0.08595,200.5500048
0,36.4166679,12,0,0,0,0,4166.666667,0,50000,0.0929002,387.0841737
0,42.75,144,0,0,1,0,3800,0,45600,0.049659,188.7041673
0,46.8333321,12,1,0,0,1,8333.25,0,49999.5,0.0578673,482.2224895
0,22.25,75,0,0,0,0,1400,0,16800,0.0694845,97.2783342
0,36.9166679,72,4,2,0,1,3333.333333,0,12000,0.0433557,144.5188994
0,27.583334,30,0,0,0,0,2000,0,27600,0.0103623,20.7246374
0,24.666666,108,0,0,0,0,2500,0,30000,0.0196667,49.1666654
1,22.5,23,2,0,0,1,1000,0,8450,0.1013325,101.3325453
0,42.25,66,0,2,2,0,2000,0,24000,0.0875996,175.199151
0,49.3333321,208,1,0,0,1,3298.75,0,19792.5,0.067588,222.9558216
0,28.666666,15,0,0,0,1,5200,0,62400,0.0280923,146.0800014
0,25.333334,4,0,0,0,0,2000,0,24000,0.2408771,481.7541838
0,37.5,24,2,0,0,1,2291.666667,0,13945.66699,0.0502577,115.1738223
0,32.9166679,12,0,0,0,1,2625,0,31500,0.0072295,18.9774998
0,34.1666679,23,2,0,0,0,1833.333333,0,9416.666992,0.0042478,7.7876102
0,38.25,24,4,0,0,1,3333.333333,0,8000,0.1351,450.3333569
0,35,60,0,0,0,0,2500,0,30000,0.0566823,141.7058334
0,37.1666679,30,1,0,0,0,2500,0,15000,0.027314,68.2849996
0,26.416666,60,0,0,0,0,2066.666667,0,24800,0.1596314,329.9049884
1,33,12,1,0,0,0,1300,0,14700,0.1929207,250.7969677
0,73.0833359,60,0,1,0,0,2604.166667,0,43994,0.0178636,46.5197227
0,27.916666,36,0,3,3,1,3750,0,49000,0.0079422,29.7834165
0,21.583334,39,0,0,0,0,2000,0,24000,0.1379375,275.8750021
0,31.833334,62,0,0,0,0,2083.333333,0,25000,0.0159512,33.2316655
0,23.75,6,0,0,0,0,1833.333333,0,22000,0.064145,117.5991644
0,39.8333321,96,1,0,0,0,3333.333333,0,20000,0.0191507,63.8358295
0,30,48,1,2,2,1,4041.666667,0,24250,0.3213647,1298.84912
0,46.4166679,42,0,0,0,1,3490.333333,0,48829,0.0936464,326.8571503
0,20.083334,60,0,0,0,0,1500,0,18000,0.2876272,431.4408302
0,23.416666,6,0,0,0,0,1875,0,22500,0.1044862,195.9116617
0,25.75,110,2,0,0,1,2666.666667,0,10666.66699,0.1204228,321.1274743
0,29.75,3,2,0,0,0,5833.333333,0,23333.33398,0.1086953,634.0558206
0,30.916666,10,0,0,0,1,3692.25,0,44307,0.0398777,147.2383335
0,44.9166679,30,0,0,0,1,1666.666667,0,20000,0.3969685,661.6141895
0,38.3333321,24,0,0,0,0,2000,0,24000,0.0247083,49.416665
0,30,14,0,0,0,1,3333.333333,0,40000,0.0140187,46.7291661
0,43.5,60,0,0,1,1,1250,0,65000,0.0375918,46.989806
0,71.6666641,167,2,0,0,1,2958.333333,1,19324.33398,0.0124622,36.8672856
0,46.3333321,186,2,0,0,1,2500,0,11450,0.0620952,155.2379876
0,28.083334,7,2,0,0,1,4291.666667,0,17166.66602,0.031653,135.8441651
0,26,5,0,1,0,0,2083.333333,0,25000,0.2564708,534.3141655
0,28.5,18,1,0,0,0,3041.666667,0,28750,0.0113217,34.436957
0,14.25,10,2,0,0,0,2666.666667,0,10666.66699,0.0334769,89.2716646
0,26.416666,9,0,0,0,0,3025,0,36300,0.0517066,156.4124904
0,47.4166679,9,2,0,0,0,2500,0,10000,0.1054,263.5000087
0,42,18,2,0,0,0,4147,0,16588,0.0491299,203.7416627
0,32.8333321,6,1,0,0,0,100,0,6600,0.0387553,3.8755305
0,38.0833321,3,0,0,0,0,3333.333333,0,40000,0.101365,337.8833334
0,27,22,0,0,0,0,2666.666667,0,32000,0.0106922,28.5125002
0,48.8333321,60,0,2,0,0,2666.666667,0,42000,0.0189286,50.4761885
0,24.833334,4,0,0,0,0,2500,0,30000,0.1376827,344.2066535
0,30.166666,43,4,1,0,1,2867,0,14580.7998,0.078185,224.156415
1,28.916666,101,1,0,0,0,2250,0,25000,0.0605034,136.1326519
1,22.25,12,0,0,0,0,2083.333333,0,33000,0.139697,291.0353554
0,35.75,120,4,0,0,0,3000,1,7200,0.102885,308.6550012
0,32.5,40,0,0,0,0,1750,0,21000,0.0798152,139.6766677
0,24.916666,6,0,0,0,0,2233.333333,0,28800,0.0485792,108.4934743
0,25.083334,300,0,0,0,1,3750,0,75000,0.0487011,182.6289995
0,43.5,72,1,0,0,0,4666.666667,0,28000,0.1308421,610.596627
0,26.583334,37,0,0,0,1,2625,0,61500,0.0280289,73.5759744
0,25.75,9,0,0,0,0,2833.333333,0,34000,0.1066868,302.2791843
1,21.833334,36,0,0,0,1,1250,0,21000,0.3766533,470.8166793
0,28.916666,23,1,1,2,0,1838.5,0,23031,0.0150063,27.5890758
0,29.416666,20,0,0,0,0,2083.333333,0,25000,0.00872,18.1666672
0,22.75,15,0,0,0,0,1916.666667,0,23000,0.0793922,152.1683304
1,19,18,0,0,0,0,2083.333333,0,25000,0.089608,186.6833307
0,46.5,36,3,0,1,1,3833.333333,0,11500,0.0934926,358.3883469
0,24.666666,120,0,0,0,0,1750,0,24000,0.0565738,99.0040665
0,35.25,48,1,0,0,0,2916.666667,0,17500,0.0701143,204.4999972
0,29.416666,36,1,0,0,0,4416.666667,0,26500,0.0428183,189.1141602
0,34.5833321,31,1,0,0,0,2717,0,16302,0.0291072,79.0841662
0,25.75,12,0,0,0,1,4166.666667,0,50000,0.022936,95.5666648
0,24.5,16,0,0,0,0,1166.666667,0,16400,0.1508085,175.9433001
0,30.083334,18,0,0,0,0,1916.666667,0,23000,0.0347391,66.5833311
0,41.9166679,40,1,0,0,1,4295,0,25770,0.1332313,572.2282932
0,39.6666679,9,1,0,0,1,7916.666667,0,55000,0.5080354,4021.946614
0,24.666666,4,1,0,0,0,1360,0,8160,0.1754246,238.5775042
0,33.6666679,18,2,0,0,0,1666.666667,0,7666.666504,0.1822557,303.7594507
1,19.833334,8,0,0,0,0,2500,0,30000,0.075674,189.1849935
1,20.833334,13,0,0,0,1,1400,0,16800,0.1783857,249.7400075
0,40.75,38,2,0,0,1,3666.666667,0,26666.66602,0.0466714,171.1283773
0,22,13,0,0,0,0,1800,0,21600,0.2160764,388.9375269
0,35.5,6,0,0,0,1,8333.25,0,99999,0.0282614,235.5091627
0,25.416666,51,0,0,0,0,2916.666667,0,35000,0.1232571,359.5000071
0,26.666666,84,0,0,0,1,3750,0,45000,0.0149811,56.1791682
0,24.25,6,3,1,1,0,1000,0,13920,0.0320014,32.0014395
0,20.416666,0,0,0,0,0,1083.333333,0,25000,0.0187944,20.3606007
0,21.166666,14,0,0,0,1,2250,0,27000,0.1035389,232.9625096
0,26.083334,24,0,0,0,0,2000,1,24000,0.3166092,633.218348
0,31.333334,17,2,0,0,1,1833.333333,0,7333.333496,0.0421618,77.2966674
0,29,36,0,0,0,0,1250,0,15000,0.082634,103.2925025
0,29.916666,2,0,0,0,0,1833.333333,0,22000,0.0417955,76.6250007
0,32.0833321,126,0,0,0,0,2500,0,54000,0.079295,198.2375048
1,55.3333321,173,3,1,0,1,4830,0,14490,0.0992353,479.3066608
0,33.6666679,119,2,1,3,1,3666.666667,0,16666.66602,0.0365978,134.1919315
0,50.75,119,1,0,0,1,3916.666667,0,37500,0.0114417,44.8134569
0,28.25,18,1,0,0,0,1500,0,9000,0.0235228,35.2841662
0,35.9166679,56,3,0,0,0,1500,0,5700,0.0050439,7.5657894
0,26.416666,30,0,0,0,0,1166.666667,0,15000,0.1184327,138.1714406
1,48.4166679,195,1,1,0,1,1583.333333,0,9500,0.1524737,241.4166729
0,32.0833321,24,0,0,0,0,2800,0,33600,0.0406324,113.7708262
0,41.0833321,59,3,0,0,1,7333.333333,0,22000,0.0256767,188.2958362
0,19.333334,3,0,0,0,0,1800,0,21600,0.1855782,334.0408087
1,39.6666679,2,2,0,0,1,5916.666667,0,33666.66797,0.1970587,1165.930686
1,32.3333321,73,3,0,0,1,2166.666667,0,6500,0.0004615,1
0,29,24,2,0,0,0,3833.333333,0,15333.33301,0.2112543,809.8083163
1,40.6666679,102,0,1,1,1,2500,0,30000,0.0909187,227.296669
1,21.75,21,0,0,0,0,1476,0,17712,0.1116509,164.796661
0,47.5,18,0,0,0,1,5416.666667,0,65000,0.0548872,297.305837
0,27.833334,24,1,0,0,1,4166.666667,0,25000,0.0289768,120.7366663
0,33.6666679,48,3,0,0,1,3750,0,11250,0.2196342,823.628325
0,23,15,0,0,0,0,2083.333333,0,25000,0.0276576,57.6200002
0,21.833334,39,0,0,0,0,2500,0,30000,0.0004,1
0,46.8333321,190,1,0,0,1,3500,0,21000,0.0740083,259.0291835
0,30.833334,72,2,0,0,1,2500,0,10000,0.062629,156.5724984
0,26.25,17,0,2,0,0,1500,0,21100,0.1963265,294.489786
0,25.666666,46,1,0,0,1,1916.666667,0,11500,0.0455839,87.3691704
0,40,4,0,0,1,1,2583.333333,0,38000,0.0017368,4.4868421
0,31.583334,59,0,0,0,0,1250,0,27000,0.003,3.75
0,24.5,6,0,0,0,0,1566.666667,0,18800,0.0703191,110.1666619
0,46.25,76,0,0,0,1,1666.666667,0,20000,0.00685,11.4166667
1,36.5833321,10,3,2,1,1,3250,0,9750,0.0378356,122.9658388
0,23.75,72,0,0,0,0,1500,0,18000,0.0421256,63.1883349
0,50.0833321,60,1,0,0,1,2333.333333,0,20750,0.0041205,9.6144583
0,22.833334,53,2,0,0,0,2083.333333,0,8333.333008,0.019932,41.5249999
0,20.5,6,0,0,0,0,1083.333333,0,15400,0.0895968,97.0631521
0,42.5,27,3,0,0,1,4916.666667,0,14750,0.0826424,406.3250174
1,20.083334,9,0,1,0,0,1916.666667,0,23000,0.1064296,203.9900081
0,33.0833321,39,0,0,0,0,5000,0,60000,0.0253165,126.5824959
0,44.25,31,0,0,0,1,1280,0,26880,0.0169751,21.728096
0,41.0833321,66,3,0,0,1,3750,0,11250,0.0373884,140.2066648
0,59.5833321,96,1,1,0,1,2083.333333,1,25000,0.0942086,196.2679128
0,39.8333321,24,5,0,2,1,3291.666667,0,7750,0.0621609,204.6128333
0,45,85,1,0,0,0,1350,0,8100,0.0234457,31.6516665
0,24.833334,5,2,0,0,0,1666.666667,0,9333.333008,0.0096786,16.1309525
0,33.3333321,15,3,0,0,1,2000,0,16000,0.0423259,84.6518725
0,20.833334,5,0,0,0,0,1958.333333,0,23500,0.0005106,1
1,46.8333321,143,0,1,0,1,1666.666667,0,20000,0.08695,144.9166611
0,36.6666679,39,2,0,0,0,2916.666667,0,11666.66699,0.0103943,30.3166658
0,41.0833321,51,3,0,0,1,3000,0,9000,0.0237458,71.2374989
0,23.25,12,0,0,0,0,1150,0,19800,0.0326611,37.5602767
0,54.6666679,49,1,0,0,1,8333.25,0,99999,0.0161049,134.205842
0,40.5,110,4,0,0,1,3812.5,0,9150,0.0585698,223.2974907
0,53.25,189,0,0,0,1,2083.333333,0,25000,0.2004924,417.6924936
0,28.416666,20,0,0,1,0,2333.333333,0,28000,0.0759868,177.3025046
0,38.6666679,36,0,0,0,1,2125,0,30000,0.0595047,126.447414
0,51.6666679,121,0,0,0,1,2500,0,30000,0.0721063,180.265829
0,38.5833321,85,0,0,0,0,1333.333333,0,61000,0.0061792,8.2389067
0,33.5833321,30,0,2,0,0,3166.666667,0,38000,0.0675734,213.9824989
1,23.583334,26,0,0,0,0,1417,0,21804,0.3740396,530.0141418
0,37.5833321,3,4,0,0,1,4277.5,0,10466,0.0668636,286.0088744
0,33.9166679,60,2,0,0,0,3750,0,17000,0.0070196,26.3235293
0,29.25,30,0,0,0,0,1250,0,15000,0.0255493,31.9366669
0,24.75,72,0,0,0,0,1816.666667,0,21800,1.3430884,2439.943906
0,41.8333321,84,3,1,2,1,4166.666667,0,12500,0.1501082,625.450847
0,41.5833321,120,3,0,0,1,1000,0,20400,0.0654631,65.4631108
0,38,72,0,0,0,0,3000,0,36000,0.0685764,205.7291642
1,24.666666,6,3,0,0,0,1575,0,10975,0.0426401,67.1581417
1,39,3,2,0,0,0,1400,0,13550,0.0287938,40.3113887
0,39.25,36,3,0,0,0,1083.333333,0,4600,0.003587,3.8858696
0,36.9166679,26,1,0,0,1,2333.333333,0,14000,0.0317186,74.0099984
1,21.916666,9,0,0,0,0,2000,0,24000,0.0291725,58.3450012
0,45.5833321,126,0,0,0,0,1750,0,21000,0.0949324,166.1316473
0,43.25,78,1,0,0,1,2500,1,18000,0.0162175,40.5437453
0,59.25,12,0,0,0,1,5666.666667,0,83000,0.0548025,310.5476672
0,40.3333321,7,0,2,1,0,3166.666667,0,38000,0.0135042,42.7633314
0,36.4166679,4,3,2,2,0,2847,0,14041,0.025943,73.8595828
0,28.916666,6,0,0,3,0,1666.666667,0,20000,0.0060325,10.0541666
0,27.5,12,0,0,0,0,1041.666667,0,17300,0.023252,24.2208577
0,24.333334,28,2,0,1,0,1416.666667,0,5666.666504,0.0163576,23.1733336
1,20,6,1,0,0,0,1650,0,9900,0.2646298,436.6391882
0,34.0833321,6,1,0,0,0,1666.666667,0,10000,0.2520665,420.1108217
1,49.0833321,16,0,0,0,1,2083.333333,0,53000,0.0576968,120.2016526
0,43.9166679,12,3,4,0,1,3166.666667,0,14500,0.2508397,794.3255603
0,28.333334,36,2,1,2,1,2750,0,18333.33398,0.06644,182.7100031
0,30.833334,18,0,0,2,0,2083.333333,0,25000,0.054912,114.4000019
0,34.9166679,24,3,0,0,1,2810,0,8430,0.0450317,126.5391615
0,34.1666679,96,2,0,1,1,2500,0,10000,0.4438867,1109.716669
0,32.4166679,12,1,0,0,0,3500,0,21000,0.0700733,245.2566512
0,37.5833321,18,2,0,0,1,5416.666667,0,21666.66602,0.0232391,125.8783291
0,39.1666679,63,3,0,0,1,5100,0,15300,0.123785,631.3032925
0,28.5,37,2,0,0,0,2250,0,9000,0.1288644,289.944984
0,26.916666,9,1,0,0,0,2166.666667,0,20280,0.0203516,44.0950847
0,36.6666679,10,1,0,0,1,3416.666667,0,23625,0.0664212,226.938984
0,35.8333321,8,0,0,0,0,2083.333333,0,25000,0.0457076,95.2241632
0,28.666666,24,0,0,0,1,3333.333333,0,40000,0.0997338,332.44585
0,23.583334,8,0,0,0,0,1899.166667,0,22790,0.4527499,859.847477
0,26.666666,15,0,0,0,0,2083.333333,0,25000,0.3265208,680.2516679
0,29,43,2,0,0,0,1083.333333,0,7875,0.1044347,113.1375985
0,51.75,60,1,0,0,1,2880,0,23616,0.0216554,62.3676842
1,23.5,12,0,1,2,0,1900,0,22800,0.1289342,244.9749887
0,32.25,9,0,0,0,0,1755,0,21060,0.1647802,289.1891717
0,19.75,18,0,0,0,0,1500,0,36000,0.0389722,58.458332
0,29.333334,13,1,0,1,0,2500,0,30000,0.0204673,51.1683291
0,29.583334,36,0,0,0,0,1833.333333,0,22000,0.2157277,395.5008412
0,43.1666679,3,2,0,0,1,2500,0,14000,0.01844,46.0999971
0,27.333334,88,0,0,0,1,2384,0,28608,0.1260494,300.5016615
0,41.1666679,36,0,0,0,0,1951,0,32520,0.002706,5.2794589
0,41,13,0,0,0,1,2458.333333,0,29500,0.2644888,650.2016733
0,53.5,57,0,0,0,1,1000,0,15000,0.0008,0.8
1,30.25,7,1,0,0,0,2500,0,15000,0.0880463,220.1158367
0,23.5,48,0,0,0,1,2083.333333,0,29000,0.0044138,9.1954028
0,45.5833321,54,2,0,0,1,1406,0,6024,0.0921835,129.6099703
0,29.666666,13,2,0,0,1,5000,1,23000,0.0508514,254.2572469
1,46.5,60,4,0,0,0,360,0,3858,0.1204495,43.3618033
0,39.5,120,0,0,0,1,3300,0,39600,0.0049848,16.4500006
0,38.75,42,4,0,1,0,2500,0,10000,0.1075486,268.8714862
0,33.0833321,30,0,0,0,1,1578.833333,0,18946,0.0034836,5.4999999
0,35.4166679,107,0,0,0,1,2916.666667,0,35000,0.0487669,142.2366717
0,0,96,1,0,0,1,2666.666667,0,16000,0.00525,13.9999998
1,26.083334,24,0,0,0,0,1333.333333,0,23000,0.0356087,47.4782586
0,37.5,84,0,0,0,1,1833.333333,0,22000,0.0341795,62.6625009
0,20.5,3,0,0,0,0,1333.333333,0,16000,0.0838319,111.7758354
0,35.3333321,43,0,0,0,0,1500,0,20500,0.1171083,175.6624393
0,36.5833321,96,1,0,1,0,1750,0,10500,0.0170476,29.833334
0,22.25,24,0,0,1,1,4583.333333,0,55000,0.0122969,56.3608308
0,34,7,0,0,0,0,3720,0,44640,0.0140432,52.2408281
0,30.166666,15,1,0,0,0,1416.666667,0,8500,0.0552706,78.2999971
0,42.5,55,0,0,0,0,3500,0,42000,0.0355602,124.4608369
0,30.833334,25,2,0,0,1,2625,0,10500,0.172247,452.1483164
0,30.333334,22,0,0,0,0,2916.666667,0,45000,0.1647451,480.5065629
0,35.25,96,2,0,1,1,2435.666667,0,11242.66699,0.0247738,60.3406662
0,23.333334,38,1,0,0,1,2000,0,12000,0.0381279,76.2558356
0,22.083334,195,0,0,0,0,1473.333333,0,17680,0.0092161,13.5783338
0,32,12,1,0,1,0,2083.333333,0,15100,0.0260007,54.1680454
0,29.75,60,0,0,0,1,6166.666667,0,74000,0.0266715,164.4741635
0,28.916666,15,0,0,0,0,1863.333333,0,22360,0.1524486,284.0624924
1,23.916666,6,0,0,1,0,2416.666667,0,29000,0.1093166,264.181663
0,40.4166679,32,3,0,0,1,1350,0,4050,0.1173852,158.4700014
1,27.75,3,0,0,0,0,1416.666667,0,22000,0.1403464,198.8240145
0,51.4166679,251,1,0,0,1,3726,0,44604,0.0431328,160.7127734
0,43.6666679,134,1,0,0,1,2000,0,12000,0.1260417,252.0833313
0,45.1666679,60,1,0,0,1,4000,0,24000,0.0197573,79.0291652
1,25,31,0,0,0,1,2681,0,37172,0.0775753,207.9794489
0,29.666666,30,2,0,0,1,2400,0,9600,0.0426653,102.396664
0,24.416666,17,0,0,0,0,1875,0,23300,0.0755429,141.6429738
0,26.75,64,3,0,0,1,1628,0,4884,0.0130068,21.1750004
1,27.166666,5,0,1,1,0,1583.333333,0,26000,0.0772308,122.2820468
0,22.5,14,1,0,0,0,1250,0,24500,0.250719,313.3987263
0,37.0833321,36,2,0,0,1,5583.333333,0,22333.33398,0.0891445,497.723323
1,21.833334,12,0,0,0,0,1333.333333,0,49000,0.0299904,39.9872114
0,23.25,36,2,0,0,0,2000,0,14400,0.1877141,375.4282296
0,35.0833321,13,1,0,0,1,3333.333333,0,27500,0.0393682,131.2272747
0,45.5833321,43,4,1,1,1,5833.333333,1,14000,0.0787821,459.5624904
1,24.083334,24,2,0,0,1,2166.666667,0,8666.666992,0.0421888,91.4091654
1,20.333334,10,0,0,0,0,896,0,16752,0.1757384,157.461628
0,32.0833321,18,0,0,0,0,2000,0,24000,0.0005,1
0,32.9166679,6,0,0,0,0,2500,0,30000,0.0609213,152.3033343
1,83.5,38,0,0,0,1,2000,1,28725,0.0058486,11.6971275
0,42.8333321,36,4,0,0,1,6666.666667,1,28600,0.0177001,118.0004701
1,0.0833333,4,1,0,0,0,2366.666667,0,15700,0.051972,123.0003425
0,47.1666679,120,0,2,2,1,2000,0,25800,0.0255248,51.0496125
0,42.9166679,84,0,2,0,1,4583.333333,0,55000,0.0651736,298.7124864
0,31.833334,1,4,0,0,0,1605,0,4752,0.0485269,77.8857371
0,21.5,8,2,1,0,0,1208,0,8544,0.0591632,71.4690935
0,31.166666,36,1,0,0,1,1833.333333,0,11000,0.0378441,69.3808347
0,28.666666,66,2,0,1,0,1700,0,6800,0.0691397,117.537497
0,32.5833321,21,0,1,0,1,2500,0,30000,0.0658817,164.7041738
0,26.75,24,0,0,0,0,1833.333333,0,23385,0.1826008,334.7681537
0,24.5,15,1,0,0,0,2500,0,15000,0.0612917,153.2291621
0,27.166666,25,0,0,1,1,2500,0,30000,0.0004,1
0,24.5,21,0,0,0,0,2166.666667,1,26000,0.0690592,149.6283325
0,23.083334,216,0,0,1,0,1916.666667,0,23000,0.0357861,68.5900031
0,28.083334,58,2,0,0,1,2166.666667,0,8666.666992,0.1198758,259.7308109
0,40.5,66,2,0,0,1,5500,0,22000,0.0334574,184.0158347
0,35.25,50,1,0,0,1,4166.666667,0,25000,0.0407584,169.826656
0,36.6666679,24,2,0,0,0,1666.666667,0,6666.666504,0.0215685,35.9475023
0,45.5833321,156,2,0,0,1,5000,0,21000,0.0856552,428.276211
0,33.75,14,2,0,4,1,2266.666667,0,9666.666992,0.104841,237.6396875
0,27.166666,12,0,0,0,0,2300,0,27600,0.0601583,138.3641697
1,29.25,24,0,0,0,0,2666.666667,0,32000,0.025875,69
1,27.25,60,1,0,0,0,1583.333333,0,9500,0.0867895,137.416667
0,28.916666,6,2,0,0,1,2083.333333,0,8333.333008,0.1530248,318.8016514
0,24.916666,12,0,0,0,1,1666.666667,0,20000,0.063808,106.3466693
0,23.833334,12,1,0,0,0,1416.666667,0,8500,0.0770306,109.126661
0,32.3333321,96,2,0,0,1,2964,0,11856,0.0668677,198.1958237
0,49.1666679,37,0,0,0,1,1958.333333,0,23500,0.0028085,5.4999998
0,33.5833321,61,4,0,0,1,2250,0,5400,0.0359385,80.86167
0,22.666666,14,0,0,0,1,1500,0,42000,0.0231126,34.6689289
0,23.083334,7,1,0,0,1,833.3333333,1,17500,0.0129126,10.7604762
0,25.083334,12,0,0,0,0,2208.333333,0,26500,0.0096509,21.3125009
1,24.916666,36,1,1,0,1,833.3333333,0,16500,0.0003636,0.3030303
0,23.583334,112,0,0,0,0,2000,0,24000,0.1368842,273.7683356
1,21.5,3,1,0,0,0,1666.666667,0,13500,0.0111852,18.6419751
0,24.833334,12,0,0,0,0,2000,0,24000,0.0201167,40.2333327
0,28.333334,35,0,1,0,1,5083.333333,0,61000,0.0170274,86.5558291
0,42.0833321,40,3,0,0,1,4250,0,12750,0.0784475,333.4016781
0,34.5,14,1,0,0,1,3500,0,37500,0.0635201,222.3204672
0,31,7,2,0,0,1,3238.916667,0,12955.66699,0.0430839,139.5450008
0,41.6666679,42,2,0,2,1,3458.333333,0,15500,0.1188183,410.913229
0,39.3333321,136,0,0,0,1,1150,0,18800,0.0634527,72.9705602
0,26.583334,14,0,0,0,0,2750,0,33000,0.2145221,589.9358392
0,23.166666,25,1,0,0,0,1500,0,9000,0.0024444,3.6666667
0,36.3333321,13,0,0,0,1,3000,1,38000,0.0099513,29.8539475
0,34.8333321,2,0,0,0,0,3500,0,48600,0.017108,59.8780811
0,35.5,60,0,0,0,1,2500,0,30000,0.1839667,459.9166662
0,23.166666,4,0,0,0,0,1666.666667,0,22500,0.1777311,296.2184946
0,42.4166679,12,0,0,0,0,3291.666667,0,39500,0.1091868,359.4066671
0,37.4166679,80,2,0,0,1,4166.666667,0,16666.66602,0.0932248,388.4366713
0,27.416666,66,2,1,1,1,2916.666667,0,11666.66699,0.0471314,137.466661
0,27.5,6,1,0,0,0,2083.333333,0,12500,0.063742,132.7958268
0,43.4166679,240,1,0,0,1,1583.333333,0,9500,0.0212447,33.6374993
1,25.5,41,3,0,0,0,1800,0,5400,0.0887593,159.7666651
0,34.9166679,12,0,0,0,0,1666.666667,0,20000,0.0968945,161.4908377
0,48.25,117,4,0,0,1,8333.25,0,19999.80078,0.013761,114.6741696
0,33.5,20,0,0,1,0,2500,0,30000,0.0522197,130.5491664
0,24.5,9,0,0,0,0,2500,0,30000,0.2128917,532.2291702
0,29.916666,44,0,0,0,0,1750,0,21000,0.1502957,263.0175091
0,24.25,15,0,0,0,0,1971.666667,0,23660,0.1439112,283.7449998
0,27.75,84,0,0,2,1,1750,0,21000,0.0235238,41.1666664
0,32.9166679,13,0,0,0,0,2333.333333,0,28000,0.0514818,120.1241699
0,47.0833321,252,0,0,0,1,2141.666667,0,25700,0.0632319,135.4216692
0,25.333334,14,0,0,0,0,1775,0,21300,0.050923,90.3883334
0,23,21,0,0,0,0,2291.666667,0,27500,0.0827651,189.6700092
0,39.75,113,3,0,1,1,5333.333333,0,23500,0.0121814,64.967374
0,37.25,36,1,0,0,0,1833.333333,0,11000,0.0804386,147.4708331
0,32.0833321,24,1,0,1,0,2083.333333,0,12500,0.0833708,173.6891611
0,22.916666,14,0,0,0,0,1333.333333,0,17200,0.0498256,66.4341102
0,33.25,75,0,0,0,1,5000,0,60000,0.0572243,286.1216664
0,45.4166679,108,2,0,0,1,4166.666667,0,20000,0.0611138,254.6409611
0,36.75,124,2,0,0,1,3166.666667,0,12666.66699,0.0187571,59.3974988
0,24.25,12,2,0,0,0,1600,0,11200,0.0061012,9.7619049
0,26.916666,18,0,0,0,0,1583.333333,0,19000,0.0266737,42.2333328
0,65.9166641,230,1,0,0,1,2083.333333,0,14750,0.0485614,101.1694937
0,33.0833321,60,0,0,1,1,1541.666667,0,26500,0.2341226,360.9390836
0,25.416666,38,0,1,0,0,2750,0,33000,0.0598552,164.6016678
0,28.666666,46,1,0,0,1,2742.5,0,16455,0.0075539,20.7166669
0,31.5,58,0,0,0,1,4583.333333,0,55000,0.1187447,544.2466494
0,25.75,14,0,0,0,0,4166.666667,0,50000,0.085961,358.1708297
0,37.5833321,39,0,0,2,1,2250,0,80000,0.0312042,70.2095618
0,41.9166679,132,3,0,0,1,8333.25,0,24999.75,0.1259189,1049.313384
0,26.416666,15,0,0,0,0,1350,0,20040,0.0027944,3.7724552
0,21.583334,10,1,0,0,0,2000,0,15600,0.0867792,173.5583395
0,25.916666,12,0,0,0,0,1875,0,22500,0.0301538,56.5383327
0,36.1666679,38,1,0,0,1,5000,0,30000,0.0063522,31.7608332
0,32.3333321,31,0,0,0,1,2000,0,24000,0.0202292,40.4583327
0,39.5,16,0,0,0,1,3333.333333,1,46000,0.0033043,11.0144929
0,44.6666679,134,0,0,0,1,2228,0,28236,0.0458394,102.1300816
1,28.833334,97,3,0,0,1,2500,0,7500,0.0004,1
0,37.75,121,0,0,0,1,3833.333333,0,46000,0.0348976,133.7741595
0,36.5833321,24,2,0,0,1,2713,0,10852,0.0700565,190.0633399
0,35,37,1,0,0,1,3333.333333,0,20562.5,0.029627,98.7566262
0,34.0833321,60,3,0,0,1,5666.666667,0,17750,0.0684793,388.0493641
0,35.1666679,17,0,0,0,1,2666.666667,0,32000,0.0504325,134.4866653
0,43.8333321,41,4,0,1,1,4333.333333,0,10400,0.0132942,57.608335
0,32.6666679,13,2,0,0,0,1929,0,7716,0.068405,131.9533214
0,44.25,115,1,1,0,1,2083.333333,0,12500,0.0144696,30.1450006
0,22.25,24,0,1,0,0,2500,0,30000,0.104659,261.6474964
1,34.5833321,10,3,0,0,1,2375,0,11375,0.04536,107.7299975
